DocId,Namespace,Type,Member,Site,linux,osx,win
"M:Microsoft.Win32.RegistryKey.DeleteSubKeyTree(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteSubKeyTree(String, Boolean)",M:Microsoft.Win32.RegistryKey.DeleteSubKeyTreeCore(System.String),X,X,
M:Microsoft.Win32.RegistryKey.DeleteValue(System.String),Microsoft.Win32,RegistryKey,DeleteValue(String),"M:Microsoft.Win32.RegistryKey.DeleteValueCore(System.String,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.DeleteValue(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteValue(String, Boolean)","M:Microsoft.Win32.RegistryKey.DeleteValueCore(System.String,System.Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.Dispose,Microsoft.Win32,RegistryKey,Dispose(),M:Microsoft.Win32.RegistryKey.ClosePerfDataKey,X,X,
M:Microsoft.Win32.RegistryKey.Flush,Microsoft.Win32,RegistryKey,Flush(),M:Microsoft.Win32.RegistryKey.FlushCore,X,X,
M:Microsoft.Win32.RegistryKey.get_Handle,Microsoft.Win32,RegistryKey,get_Handle(),M:Microsoft.Win32.RegistryKey.get_SystemKeyHandle,X,X,
M:Microsoft.Win32.RegistryKey.get_SubKeyCount,Microsoft.Win32,RegistryKey,get_SubKeyCount(),M:Microsoft.Win32.RegistryKey.InternalSubKeyCountCore,X,X,
M:Microsoft.Win32.RegistryKey.get_ValueCount,Microsoft.Win32,RegistryKey,get_ValueCount(),M:Microsoft.Win32.RegistryKey.InternalValueCountCore,X,X,
M:Microsoft.Win32.RegistryKey.GetAccessControl,Microsoft.Win32,RegistryKey,GetAccessControl(),M:Microsoft.Win32.RegistryKey.get_SystemKeyHandle,X,X,
M:Microsoft.Win32.RegistryKey.GetAccessControl(System.Security.AccessControl.AccessControlSections),Microsoft.Win32,RegistryKey,GetAccessControl(AccessControlSections),M:Microsoft.Win32.RegistryKey.get_SystemKeyHandle,X,X,
M:Microsoft.Win32.RegistryKey.GetSubKeyNames,Microsoft.Win32,RegistryKey,GetSubKeyNames(),M:Microsoft.Win32.RegistryKey.InternalGetSubKeyNamesCore(System.Int32),X,X,
M:Microsoft.Win32.RegistryKey.GetValue(System.String),Microsoft.Win32,RegistryKey,GetValue(String),"M:Microsoft.Win32.RegistryKey.InternalGetValueCore(System.String,System.Object,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.GetValue(System.String,System.Object)",Microsoft.Win32,RegistryKey,"GetValue(String, Object)","M:Microsoft.Win32.RegistryKey.InternalGetValueCore(System.String,System.Object,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.GetValue(System.String,System.Object,Microsoft.Win32.RegistryValueOptions)",Microsoft.Win32,RegistryKey,"GetValue(String, Object, RegistryValueOptions)","M:Microsoft.Win32.RegistryKey.InternalGetValueCore(System.String,System.Object,System.Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.GetValueKind(System.String),Microsoft.Win32,RegistryKey,GetValueKind(String),M:Microsoft.Win32.RegistryKey.GetValueKindCore(System.String),X,X,
M:Microsoft.Win32.RegistryKey.GetValueNames,Microsoft.Win32,RegistryKey,GetValueNames(),M:Microsoft.Win32.RegistryKey.GetValueNamesCore(System.Int32),X,X,
"M:Microsoft.Win32.RegistryKey.OpenBaseKey(Microsoft.Win32.RegistryHive,Microsoft.Win32.RegistryView)",Microsoft.Win32,RegistryKey,"OpenBaseKey(RegistryHive, RegistryView)","M:Microsoft.Win32.RegistryKey.OpenBaseKeyCore(Microsoft.Win32.RegistryHive,Microsoft.Win32.RegistryView)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKey(Microsoft.Win32.RegistryHive,System.String)",Microsoft.Win32,RegistryKey,"OpenRemoteBaseKey(RegistryHive, String)","M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKeyCore(Microsoft.Win32.RegistryHive,System.String,Microsoft.Win32.RegistryView)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKey(Microsoft.Win32.RegistryHive,System.String,Microsoft.Win32.RegistryView)",Microsoft.Win32,RegistryKey,"OpenRemoteBaseKey(RegistryHive, String, RegistryView)","M:Microsoft.Win32.RegistryKey.OpenRemoteBaseKeyCore(Microsoft.Win32.RegistryHive,System.String,Microsoft.Win32.RegistryView)",X,X,
M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String),Microsoft.Win32,RegistryKey,OpenSubKey(String),"M:Microsoft.Win32.RegistryKey.InternalOpenSubKeyCore(System.String,System.Boolean,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, Boolean)","M:Microsoft.Win32.RegistryKey.InternalOpenSubKeyCore(System.String,System.Boolean,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryKeyPermissionCheck)",M:Microsoft.Win32.RegistryKey.GetRegistryKeyAccess(Microsoft.Win32.RegistryKeyPermissionCheck),X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Security.AccessControl.RegistryRights)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryKeyPermissionCheck, RegistryRights)","M:Microsoft.Win32.RegistryKey.InternalOpenSubKeyCore(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Int32,System.Boolean)",X,X,
"M:Microsoft.Win32.RegistryKey.OpenSubKey(System.String,System.Security.AccessControl.RegistryRights)",Microsoft.Win32,RegistryKey,"OpenSubKey(String, RegistryRights)","M:Microsoft.Win32.RegistryKey.InternalOpenSubKeyCore(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Int32,System.Boolean)",X,X,
M:Microsoft.Win32.RegistryKey.SetAccessControl(System.Security.AccessControl.RegistrySecurity),Microsoft.Win32,RegistryKey,SetAccessControl(RegistrySecurity),M:System.Security.AccessControl.ObjectSecurity.WriteUnlock,X,X,
"M:Microsoft.Win32.RegistryKey.SetValue(System.String,System.Object)",Microsoft.Win32,RegistryKey,"SetValue(String, Object)","M:Microsoft.Win32.RegistryKey.SetValueCore(System.String,System.Object,Microsoft.Win32.RegistryValueKind)",X,X,
"M:Microsoft.Win32.RegistryKey.SetValue(System.String,System.Object,Microsoft.Win32.RegistryValueKind)",Microsoft.Win32,RegistryKey,"SetValue(String, Object, RegistryValueKind)","M:Microsoft.Win32.RegistryKey.SetValueCore(System.String,System.Object,Microsoft.Win32.RegistryValueKind)",X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.#ctor(System.IntPtr),Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,.ctor(IntPtr),M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.#ctor(System.IntPtr),X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_InvalidHandle,Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,get_InvalidHandle(),M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_InvalidHandle,X,X,
M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_IsInvalid,Microsoft.Win32.SafeHandles,SafeAccessTokenHandle,get_IsInvalid(),M:Microsoft.Win32.SafeHandles.SafeAccessTokenHandle.get_IsInvalid,X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptHandle,.ctor(),M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor,X,X,
"M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",Microsoft.Win32.SafeHandles,SafeNCryptHandle,".ctor(IntPtr, SafeHandle)","M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.get_IsInvalid,Microsoft.Win32.SafeHandles,SafeNCryptHandle,get_IsInvalid(),M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.get_IsInvalid,X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.ReleaseHandle,Microsoft.Win32.SafeHandles,SafeNCryptHandle,ReleaseHandle(),M:Microsoft.Win32.SafeHandles.SafeNCryptHandle.ReleaseHandle,X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptKeyHandle,.ctor(),M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor,X,X,
"M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",Microsoft.Win32.SafeHandles,SafeNCryptKeyHandle,".ctor(IntPtr, SafeHandle)","M:Microsoft.Win32.SafeHandles.SafeNCryptKeyHandle.#ctor(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptProviderHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptProviderHandle,.ctor(),M:Microsoft.Win32.SafeHandles.SafeNCryptProviderHandle.#ctor,X,X,
M:Microsoft.Win32.SafeHandles.SafeNCryptSecretHandle.#ctor,Microsoft.Win32.SafeHandles,SafeNCryptSecretHandle,.ctor(),M:Microsoft.Win32.SafeHandles.SafeNCryptSecretHandle.#ctor,X,X,
"M:System.Activator.CreateInstance(System.Type,System.Reflection.BindingFlags,System.Reflection.Binder,System.Object[],System.Globalization.CultureInfo,System.Object[])",System,Activator,"CreateInstance(Type, BindingFlags, Binder, Object[], CultureInfo, Object[])","M:System.Activator.CreateInstance(System.Type,System.Reflection.BindingFlags,System.Reflection.Binder,System.Object[],System.Globalization.CultureInfo,System.Object[])",X,X,X
"M:System.Activator.CreateInstance(System.Type,System.Object[],System.Object[])",System,Activator,"CreateInstance(Type, Object[], Object[])","M:System.Activator.CreateInstance(System.Type,System.Reflection.BindingFlags,System.Reflection.Binder,System.Object[],System.Globalization.CultureInfo,System.Object[])",X,X,X
M:System.AppDomain.CreateDomain(System.String),System,AppDomain,CreateDomain(String),M:System.AppDomain.CreateDomain(System.String),X,X,X
"M:System.AppDomain.ExecuteAssembly(System.String,System.String[],System.Byte[],System.Configuration.Assemblies.AssemblyHashAlgorithm)",System,AppDomain,"ExecuteAssembly(String, String[], Byte[], AssemblyHashAlgorithm)","M:System.AppDomain.ExecuteAssembly(System.String,System.String[],System.Byte[],System.Configuration.Assemblies.AssemblyHashAlgorithm)",X,X,X
M:System.AppDomain.set_MonitoringIsEnabled(System.Boolean),System,AppDomain,set_MonitoringIsEnabled(Boolean),M:System.AppDomain.set_MonitoringIsEnabled(System.Boolean),X,X,X
"M:System.ApplicationIdentity.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System,ApplicationIdentity,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)","M:System.ApplicationIdentity.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",X,X,X
M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle),System,ArgIterator,.ctor(RuntimeArgumentHandle),M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle),X,X,X
"M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle,System.Void*)",System,ArgIterator,".ctor(RuntimeArgumentHandle, Void*)","M:System.ArgIterator.#ctor(System.RuntimeArgumentHandle,System.Void*)",X,X,X
M:System.ArgIterator.End,System,ArgIterator,End(),M:System.ArgIterator.End,X,X,X
M:System.ArgIterator.Equals(System.Object),System,ArgIterator,Equals(Object),M:System.ArgIterator.Equals(System.Object),X,X,X
M:System.ArgIterator.GetHashCode,System,ArgIterator,GetHashCode(),M:System.ArgIterator.GetHashCode,X,X,X
M:System.ArgIterator.GetNextArg,System,ArgIterator,GetNextArg(),M:System.ArgIterator.GetNextArg,X,X,X
M:System.ArgIterator.GetNextArg(System.RuntimeTypeHandle),System,ArgIterator,GetNextArg(RuntimeTypeHandle),M:System.ArgIterator.GetNextArg(System.RuntimeTypeHandle),X,X,X
M:System.ArgIterator.GetNextArgType,System,ArgIterator,GetNextArgType(),M:System.ArgIterator.GetNextArgType,X,X,X
M:System.ArgIterator.GetRemainingCount,System,ArgIterator,GetRemainingCount(),M:System.ArgIterator.GetRemainingCount,X,X,X
M:System.Array.Reverse(System.Array),System,Array,Reverse(Array),"M:Internal.Runtime.CompilerServices.Unsafe.Add<T:System.Object>(System.Object@,System.Int32)",X,X,X
"M:System.Array.Reverse(System.Array,System.Int32,System.Int32)",System,Array,"Reverse(Array, Int32, Int32)","M:Internal.Runtime.CompilerServices.Unsafe.Add<T:System.Object>(System.Object@,System.Int32)",X,X,X
M:System.Array.Reverse``1(``0[]),System,Array,Reverse<T>(T[]),"M:Internal.Runtime.CompilerServices.Unsafe.Add<``0>(``0@,System.Int32)",X,X,X
"M:System.Array.Reverse``1(``0[],System.Int32,System.Int32)",System,Array,"Reverse<T>(T[], Int32, Int32)","M:Internal.Runtime.CompilerServices.Unsafe.Add<``0>(``0@,System.Int32)",X,X,X
M:System.BitConverter.GetBytes(System.Char),System,BitConverter,GetBytes(Char),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Char>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.Double),System,BitConverter,GetBytes(Double),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Double>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.Int16),System,BitConverter,GetBytes(Int16),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Int16>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.Int32),System,BitConverter,GetBytes(Int32),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Int32>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.Int64),System,BitConverter,GetBytes(Int64),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Int64>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.Single),System,BitConverter,GetBytes(Single),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.Single>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.UInt16),System,BitConverter,GetBytes(UInt16),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.UInt16>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.UInt32),System,BitConverter,GetBytes(UInt32),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.UInt32>(System.Byte@)",X,X,X
M:System.BitConverter.GetBytes(System.UInt64),System,BitConverter,GetBytes(UInt64),"M:Internal.Runtime.CompilerServices.Unsafe.As<T:System.Byte,T:System.UInt64>(System.Byte@)",X,X,X
M:System.BitConverter.ToBoolean(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToBoolean(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Byte>(System.Byte@),X,X,X
"M:System.BitConverter.ToChar(System.Byte[],System.Int32)",System,BitConverter,"ToChar(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int16>(System.Byte@),X,X,X
M:System.BitConverter.ToChar(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToChar(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Char>(System.Byte@),X,X,X
"M:System.BitConverter.ToDouble(System.Byte[],System.Int32)",System,BitConverter,"ToDouble(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int64>(System.Byte@),X,X,X
M:System.BitConverter.ToDouble(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToDouble(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Double>(System.Byte@),X,X,X
"M:System.BitConverter.ToInt16(System.Byte[],System.Int32)",System,BitConverter,"ToInt16(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int16>(System.Byte@),X,X,X
M:System.BitConverter.ToInt16(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToInt16(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int16>(System.Byte@),X,X,X
"M:System.BitConverter.ToInt32(System.Byte[],System.Int32)",System,BitConverter,"ToInt32(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int32>(System.Byte@),X,X,X
M:System.BitConverter.ToInt32(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToInt32(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int32>(System.Byte@),X,X,X
"M:System.BitConverter.ToInt64(System.Byte[],System.Int32)",System,BitConverter,"ToInt64(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int64>(System.Byte@),X,X,X
M:System.BitConverter.ToInt64(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToInt64(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int64>(System.Byte@),X,X,X
"M:System.BitConverter.ToSingle(System.Byte[],System.Int32)",System,BitConverter,"ToSingle(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int32>(System.Byte@),X,X,X
M:System.BitConverter.ToSingle(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToSingle(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Single>(System.Byte@),X,X,X
"M:System.BitConverter.ToUInt16(System.Byte[],System.Int32)",System,BitConverter,"ToUInt16(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int16>(System.Byte@),X,X,X
M:System.BitConverter.ToUInt16(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToUInt16(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.UInt16>(System.Byte@),X,X,X
"M:System.BitConverter.ToUInt32(System.Byte[],System.Int32)",System,BitConverter,"ToUInt32(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int32>(System.Byte@),X,X,X
M:System.BitConverter.ToUInt32(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToUInt32(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.UInt32>(System.Byte@),X,X,X
"M:System.BitConverter.ToUInt64(System.Byte[],System.Int32)",System,BitConverter,"ToUInt64(Byte[], Int32)",M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.Int64>(System.Byte@),X,X,X
M:System.BitConverter.ToUInt64(System.ReadOnlySpan{System.Byte}),System,BitConverter,ToUInt64(ReadOnlySpan<Byte>),M:Internal.Runtime.CompilerServices.Unsafe.ReadUnaligned<T:System.UInt64>(System.Byte@),X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Boolean)",System,BitConverter,"TryWriteBytes(Span<Byte>, Boolean)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Byte>(System.Byte@,System.Byte)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Char)",System,BitConverter,"TryWriteBytes(Span<Byte>, Char)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Char>(System.Byte@,System.Char)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Double)",System,BitConverter,"TryWriteBytes(Span<Byte>, Double)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Double>(System.Byte@,System.Double)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Int16)",System,BitConverter,"TryWriteBytes(Span<Byte>, Int16)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Int16>(System.Byte@,System.Int16)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Int32)",System,BitConverter,"TryWriteBytes(Span<Byte>, Int32)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Int32>(System.Byte@,System.Int32)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Int64)",System,BitConverter,"TryWriteBytes(Span<Byte>, Int64)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Int64>(System.Byte@,System.Int64)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.Single)",System,BitConverter,"TryWriteBytes(Span<Byte>, Single)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.Single>(System.Byte@,System.Single)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.UInt16)",System,BitConverter,"TryWriteBytes(Span<Byte>, UInt16)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.UInt16>(System.Byte@,System.UInt16)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.UInt32)",System,BitConverter,"TryWriteBytes(Span<Byte>, UInt32)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.UInt32>(System.Byte@,System.UInt32)",X,X,X
"M:System.BitConverter.TryWriteBytes(System.Span{System.Byte},System.UInt64)",System,BitConverter,"TryWriteBytes(Span<Byte>, UInt64)","M:Internal.Runtime.CompilerServices.Unsafe.WriteUnaligned<T:System.UInt64>(System.Byte@,System.UInt64)",X,X,X
"M:System.Boolean.TryFormat(System.Span{System.Char},System.Int32@)",System,Boolean,"TryFormat(Span<Char>, Int32)",M:System.ByReference{System.Char}.get_Value,X,X,X
"M:System.Boolean.TryParse(System.ReadOnlySpan{System.Char},System.Boolean@)",System,Boolean,"TryParse(ReadOnlySpan<Char>, Boolean)","M:Internal.Runtime.CompilerServices.Unsafe.Add<T:System.Char>(System.Char@,System.Int32)",X,X,X
"M:System.Console.Beep(System.Int32,System.Int32)",System,Console,"Beep(Int32, Int32)","M:System.ConsolePal.Beep(System.Int32,System.Int32)",X,X,
M:System.Console.get_CapsLock,System,Console,get_CapsLock(),M:System.ConsolePal.get_CapsLock,X,X,
M:System.Console.get_CursorVisible,System,Console,get_CursorVisible(),M:System.ConsolePal.get_CursorVisible,X,X,
M:System.Console.get_NumberLock,System,Console,get_NumberLock(),M:System.ConsolePal.get_NumberLock,X,X,
